                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.3338,                 2.9221,                 2.4242,                 1.5755,                0.34353,                      1,                0.72125,                 0.3712,                0.34353,                      1,                0.72125,                0.38238,                 1.7565,                 2.8008,                 3.2214,                 2.5377,             0.00092435,             0.00092435,             0.00092435
                     21,                 1.3498,                 2.7853,                 2.6966,                 1.6185,                      1,                0.24528,                0.50938,                0.34429,                      1,                0.24528,                0.50938,                0.26963,                 1.1804,                  2.725,                 2.2488,                 1.9131,             0.00088309,             0.00088309,             0.00088309
                     22,                 1.2391,                 2.6203,                 2.5372,                 1.4839,                      1,                0.24528,                0.50938,                0.34429,                      1,                0.24528,                0.50938,                0.26963,                 1.1804,                  2.725,                 2.2488,                 1.9131,             0.00084184,             0.00084184,             0.00084184
                     23,                 1.3423,                 2.6691,                 2.5377,                 1.5675,                      1,                0.24528,                0.50938,                0.34429,                      1,                0.24528,                0.50938,                0.26963,                 1.1804,                  2.725,                 2.2488,                 1.9131,             0.00080058,             0.00080058,             0.00080058
                     24,                 1.1272,                 2.2756,                 2.5691,                 1.4029,                0.57766,                  0.875,                0.70458,                0.51761,                0.57766,                  0.875,                0.70458,                0.39541,                 1.1882,                 2.4459,                 2.1053,                 1.8688,             0.00075932,             0.00075932,             0.00075932
                     25,                 1.0459,                 2.1597,                 2.3671,                 1.4872,                0.57766,                  0.875,                0.70458,                0.51761,                0.57766,                  0.875,                0.70458,                0.39541,                 1.1882,                 2.4459,                 2.1053,                 1.8688,             0.00071806,             0.00071806,             0.00071806
                     26,                 1.2368,                 2.3166,                 2.4423,                 1.5622,                0.57766,                  0.875,                0.70458,                0.51761,                0.57766,                  0.875,                0.70458,                0.39541,                 1.1882,                 2.4459,                 2.1053,                 1.8688,              0.0006768,              0.0006768,              0.0006768
                     27,                 1.2557,                 2.2849,                 2.2473,                 1.6004,                0.57766,                  0.875,                0.70458,                0.51761,                0.57766,                  0.875,                0.70458,                0.39541,                 1.1882,                 2.4459,                 2.1053,                 1.8688,             0.00063554,             0.00063554,             0.00063554
                     28,                  1.051,                 1.9912,                 2.0876,                 1.3661,                0.65033,                  0.875,                 0.6667,                 0.4565,                0.65033,                  0.875,                 0.6667,                0.43353,                 1.1678,                 1.9669,                 1.9945,                 1.8965,             0.00059429,             0.00059429,             0.00059429
                     29,                 1.0211,                 2.0133,                 2.1886,                 1.3205,                0.65033,                  0.875,                 0.6667,                 0.4565,                0.65033,                  0.875,                 0.6667,                0.43353,                 1.1678,                 1.9669,                 1.9945,                 1.8965,             0.00055303,             0.00055303,             0.00055303
                     30,                 1.1684,                 2.2444,                  2.356,                 1.4173,                0.65033,                  0.875,                 0.6667,                 0.4565,                0.65033,                  0.875,                 0.6667,                0.43353,                 1.1678,                 1.9669,                 1.9945,                 1.8965,             0.00051177,             0.00051177,             0.00051177
                     31,                 1.0074,                 2.0391,                 3.0367,                 1.3827,                 0.7143,                0.85146,                0.67681,                 0.4238,                 0.7143,                0.85146,                0.67681,                0.45543,                 1.1987,                  1.609,                 1.9497,                   1.91,             0.00047051,             0.00047051,             0.00047051
                     32,                0.92966,                 2.0259,                 2.7538,                 1.4095,                 0.7143,                0.85146,                0.67681,                 0.4238,                 0.7143,                0.85146,                0.67681,                0.45543,                 1.1987,                  1.609,                 1.9497,                   1.91,             0.00042925,             0.00042925,             0.00042925
                     33,                0.96191,                 1.9406,                 2.8024,                 1.5497,                 0.7143,                0.85146,                0.67681,                 0.4238,                 0.7143,                0.85146,                0.67681,                0.45543,                 1.1987,                  1.609,                 1.9497,                   1.91,             0.00038799,             0.00038799,             0.00038799
                     34,                0.90127,                 1.9951,                 2.8386,                  1.325,                0.64442,                  0.875,                0.68375,                0.44533,                0.64442,                  0.875,                0.68375,                0.47458,                 1.1266,                 1.7063,                 2.1289,                 1.9546,             0.00034674,             0.00034674,             0.00034674
                     35,                 1.0274,                 2.1149,                 2.8656,                 1.4462,                0.64442,                  0.875,                0.68375,                0.44533,                0.64442,                  0.875,                0.68375,                0.47458,                 1.1266,                 1.7063,                 2.1289,                 1.9546,             0.00030548,             0.00030548,             0.00030548
                     36,                0.90346,                 1.7953,                 2.8907,                 1.3631,                0.64442,                  0.875,                0.68375,                0.44533,                0.64442,                  0.875,                0.68375,                0.47458,                 1.1266,                 1.7063,                 2.1289,                 1.9546,             0.00026422,             0.00026422,             0.00026422
                     37,                0.98286,                 1.8877,                 3.0148,                 1.5564,                0.64411,                0.87459,                0.64398,                0.41009,                0.64411,                0.87459,                0.64398,                0.44896,                 1.2865,                 1.6185,                 2.1441,                 2.0556,             0.00022296,             0.00022296,             0.00022296
                     38,                0.88027,                 1.7172,                 2.7618,                 1.4685,                0.64411,                0.87459,                0.64398,                0.41009,                0.64411,                0.87459,                0.64398,                0.44896,                 1.2865,                 1.6185,                 2.1441,                 2.0556,              0.0001817,              0.0001817,              0.0001817
                     39,                0.95235,                 1.9089,                 2.9821,                 1.5399,                0.64411,                0.87459,                0.64398,                0.41009,                0.64411,                0.87459,                0.64398,                0.44896,                 1.2865,                 1.6185,                 2.1441,                 2.0556,             0.00014044,             0.00014044,             0.00014044
                     40,                 0.8973,                  1.658,                  2.665,                 1.3558,                0.71209,                0.74166,                0.65971,                0.42965,                0.71209,                0.74166,                0.65971,                 0.4693,                 1.2769,                 1.6135,                 2.3576,                 2.0396,             9.9187e-05,             9.9187e-05,             9.9187e-05
